,Year,Month,Employment Level,Date,Age
164,2023,Mar,31849.0,2023-03,45 to 54 years
165,1969,Apr,16300.0,1969-04,45 to 54 years
166,1970,Apr,16483.0,1970-04,45 to 54 years
167,1971,Apr,16431.0,1971-04,45 to 54 years
168,1972,Apr,16482.0,1972-04,45 to 54 years
169,1973,Apr,16518.0,1973-04,45 to 54 years
170,1974,Apr,16654.0,1974-04,45 to 54 years
171,1975,Apr,16182.0,1975-04,45 to 54 years
172,1976,Apr,16208.0,1976-04,45 to 54 years
173,1977,Apr,16196.0,1977-04,45 to 54 years
174,1978,Apr,16347.0,1978-04,45 to 54 years
175,1979,Apr,16273.0,1979-04,45 to 54 years
176,1980,Apr,16267.0,1980-04,45 to 54 years
177,1981,Apr,16462.0,1981-04,45 to 54 years
178,1982,Apr,15963.0,1982-04,45 to 54 years
179,1983,Apr,15647.0,1983-04,45 to 54 years
180,1984,Apr,16160.0,1984-04,45 to 54 years
181,1985,Apr,16497.0,1985-04,45 to 54 years
182,1986,Apr,16806.0,1986-04,45 to 54 years
183,1987,Apr,17319.0,1987-04,45 to 54 years
184,1988,Apr,18284.0,1988-04,45 to 54 years
185,1989,Apr,19211.0,1989-04,45 to 54 years
186,1990,Apr,19377.0,1990-04,45 to 54 years
187,1991,Apr,19807.0,1991-04,45 to 54 years
188,1992,Apr,20853.0,1992-04,45 to 54 years
189,1993,Apr,21773.0,1993-04,45 to 54 years
190,1994,Apr,23048.0,1994-04,45 to 54 years
191,1995,Apr,24219.0,1995-04,45 to 54 years
192,1996,Apr,25263.0,1996-04,45 to 54 years
193,1997,Apr,26592.0,1997-04,45 to 54 years
194,1998,Apr,27340.0,1998-04,45 to 54 years
195,1999,Apr,28402.0,1999-04,45 to 54 years
196,2000,Apr,30196.0,2000-04,45 to 54 years
197,2001,Apr,30928.0,2001-04,45 to 54 years
198,2002,Apr,31152.0,2002-04,45 to 54 years
199,2003,Apr,31771.0,2003-04,45 to 54 years
200,2004,Apr,32362.0,2004-04,45 to 54 years
201,2005,Apr,33142.0,2005-04,45 to 54 years
202,2006,Apr,33876.0,2006-04,45 to 54 years
203,2007,Apr,34430.0,2007-04,45 to 54 years
204,2008,Apr,34542.0,2008-04,45 to 54 years
205,2009,Apr,33801.0,2009-04,45 to 54 years
206,2010,Apr,33353.0,2010-04,45 to 54 years
207,2011,Apr,32907.0,2011-04,45 to 54 years
208,2012,Apr,32838.0,2012-04,45 to 54 years
209,2013,Apr,32550.0,2013-04,45 to 54 years
210,2014,Apr,32515.0,2014-04,45 to 54 years
211,2015,Apr,32632.0,2015-04,45 to 54 years
212,2016,Apr,32803.0,2016-04,45 to 54 years
213,2017,Apr,32549.0,2017-04,45 to 54 years
214,2018,Apr,32316.0,2018-04,45 to 54 years
215,2019,Apr,32228.0,2019-04,45 to 54 years
216,2020,Apr,27742.0,2020-04,45 to 54 years
217,2021,Apr,30316.0,2021-04,45 to 54 years
218,2022,Apr,31579.0,2022-04,45 to 54 years
219,2023,Apr,32069.0,2023-04,45 to 54 years
220,1969,May,16350.0,1969-05,45 to 54 years
221,1970,May,16422.0,1970-05,45 to 54 years
222,1971,May,16486.0,1971-05,45 to 54 years
223,1972,May,16447.0,1972-05,45 to 54 years
224,1973,May,16533.0,1973-05,45 to 54 years
225,1974,May,16726.0,1974-05,45 to 54 years
226,1975,May,16149.0,1975-05,45 to 54 years
227,1976,May,16240.0,1976-05,45 to 54 years
228,1977,May,16208.0,1977-05,45 to 54 years
229,1978,May,16220.0,1978-05,45 to 54 years
230,1979,May,16213.0,1979-05,45 to 54 years
231,1980,May,16172.0,1980-05,45 to 54 years
232,1981,May,16419.0,1981-05,45 to 54 years
233,1982,May,16042.0,1982-05,45 to 54 years
234,1983,May,15627.0,1983-05,45 to 54 years
235,1984,May,16151.0,1984-05,45 to 54 years
236,1985,May,16476.0,1985-05,45 to 54 years
237,1986,May,16781.0,1986-05,45 to 54 years
238,1987,May,17461.0,1987-05,45 to 54 years
239,1988,May,18378.0,1988-05,45 to 54 years
240,1989,May,19225.0,1989-05,45 to 54 years
241,1990,May,19476.0,1990-05,45 to 54 years
242,1991,May,19743.0,1991-05,45 to 54 years
243,1992,May,20865.0,1992-05,45 to 54 years
244,1993,May,21979.0,1993-05,45 to 54 years
245,1994,May,23177.0,1994-05,45 to 54 years
246,1995,May,24277.0,1995-05,45 to 54 years
247,1996,May,25319.0,1996-05,45 to 54 years
248,1997,May,26667.0,1997-05,45 to 54 years
249,1998,May,27478.0,1998-05,45 to 54 years
250,1999,May,28477.0,1999-05,45 to 54 years
251,2000,May,30222.0,2000-05,45 to 54 years
252,2001,May,31059.0,2001-05,45 to 54 years
253,2002,May,31138.0,2002-05,45 to 54 years
254,2003,May,31885.0,2003-05,45 to 54 years
255,2004,May,32337.0,2004-05,45 to 54 years
256,2005,May,33184.0,2005-05,45 to 54 years
257,2006,May,33917.0,2006-05,45 to 54 years
258,2007,May,34559.0,2007-05,45 to 54 years
259,2008,May,34519.0,2008-05,45 to 54 years
260,2009,May,33683.0,2009-05,45 to 54 years
261,2010,May,33150.0,2010-05,45 to 54 years
262,2011,May,32939.0,2011-05,45 to 54 years
263,2012,May,32959.0,2012-05,45 to 54 years
264,2013,May,32564.0,2013-05,45 to 54 years
265,2014,May,32536.0,2014-05,45 to 54 years
266,2015,May,32637.0,2015-05,45 to 54 years
267,2016,May,32671.0,2016-05,45 to 54 years
268,2017,May,32565.0,2017-05,45 to 54 years
269,2018,May,32433.0,2018-05,45 to 54 years
270,2019,May,32097.0,2019-05,45 to 54 years
271,2020,May,28585.0,2020-05,45 to 54 years
272,2021,May,30345.0,2021-05,45 to 54 years
273,2022,May,31534.0,2022-05,45 to 54 years
274,2023,May,32138.0,2023-05,45 to 54 years
275,1969,Jun,16337.0,1969-06,45 to 54 years
276,1970,Jun,16488.0,1970-06,45 to 54 years
277,1971,Jun,16478.0,1971-06,45 to 54 years
278,1972,Jun,16438.0,1972-06,45 to 54 years
279,1973,Jun,16520.0,1973-06,45 to 54 years
280,1974,Jun,16743.0,1974-06,45 to 54 years
281,1975,Jun,16173.0,1975-06,45 to 54 years
282,1976,Jun,16264.0,1976-06,45 to 54 years
283,1977,Jun,16177.0,1977-06,45 to 54 years
284,1978,Jun,16205.0,1978-06,45 to 54 years
285,1979,Jun,16230.0,1979-06,45 to 54 years
286,1980,Jun,16189.0,1980-06,45 to 54 years
287,1981,Jun,16280.0,1981-06,45 to 54 years
288,1982,Jun,16037.0,1982-06,45 to 54 years
289,1983,Jun,15785.0,1983-06,45 to 54 years
290,1984,Jun,16267.0,1984-06,45 to 54 years
291,1985,Jun,16429.0,1985-06,45 to 54 years
292,1986,Jun,16882.0,1986-06,45 to 54 years
293,1987,Jun,17448.0,1987-06,45 to 54 years
294,1988,Jun,18388.0,1988-06,45 to 54 years
295,1989,Jun,19236.0,1989-06,45 to 54 years
296,1990,Jun,19534.0,1990-06,45 to 54 years
297,1991,Jun,19826.0,1991-06,45 to 54 years
298,1992,Jun,21064.0,1992-06,45 to 54 years
299,1993,Jun,22076.0,1993-06,45 to 54 years
300,1994,Jun,23015.0,1994-06,45 to 54 years
301,1995,Jun,24179.0,1995-06,45 to 54 years
302,1996,Jun,25559.0,1996-06,45 to 54 years
303,1997,Jun,26778.0,1997-06,45 to 54 years
304,1998,Jun,27510.0,1998-06,45 to 54 years
305,1999,Jun,28598.0,1999-06,45 to 54 years
306,2000,Jun,30218.0,2000-06,45 to 54 years
307,2001,Jun,31123.0,2001-06,45 to 54 years
308,2002,Jun,31108.0,2002-06,45 to 54 years
309,2003,Jun,32051.0,2003-06,45 to 54 years
310,2004,Jun,32387.0,2004-06,45 to 54 years
311,2005,Jun,33171.0,2005-06,45 to 54 years
312,2006,Jun,34019.0,2006-06,45 to 54 years
313,2007,Jun,34558.0,2007-06,45 to 54 years
314,2008,Jun,34592.0,2008-06,45 to 54 years
315,2009,Jun,33521.0,2009-06,45 to 54 years
316,2010,Jun,33243.0,2010-06,45 to 54 years
317,2011,Jun,32843.0,2011-06,45 to 54 years
318,2012,Jun,32925.0,2012-06,45 to 54 years
319,2013,Jun,32692.0,2013-06,45 to 54 years
320,2014,Jun,32795.0,2014-06,45 to 54 years
321,2015,Jun,32723.0,2015-06,45 to 54 years
322,2016,Jun,32700.0,2016-06,45 to 54 years
323,2017,Jun,32386.0,2017-06,45 to 54 years
324,2018,Jun,32311.0,2018-06,45 to 54 years
325,2019,Jun,31944.0,2019-06,45 to 54 years
326,2020,Jun,29618.0,2020-06,45 to 54 years
327,2021,Jun,30434.0,2021-06,45 to 54 years
328,2022,Jun,31586.0,2022-06,45 to 54 years
329,2023,Jun,32238.0,2023-06,45 to 54 years
330,1969,Jul,16380.0,1969-07,45 to 54 years
331,1970,Jul,16473.0,1970-07,45 to 54 years
332,1971,Jul,16412.0,1971-07,45 to 54 years
333,1972,Jul,16460.0,1972-07,45 to 54 years
334,1973,Jul,16685.0,1973-07,45 to 54 years
335,1974,Jul,16789.0,1974-07,45 to 54 years
336,1975,Jul,16190.0,1975-07,45 to 54 years
337,1976,Jul,16266.0,1976-07,45 to 54 years
338,1977,Jul,16149.0,1977-07,45 to 54 years
339,1978,Jul,16321.0,1978-07,45 to 54 years
340,1979,Jul,16399.0,1979-07,45 to 54 years
341,1980,Jul,16141.0,1980-07,45 to 54 years
342,1981,Jul,16231.0,1981-07,45 to 54 years
343,1982,Jul,16047.0,1982-07,45 to 54 years
344,1983,Jul,15889.0,1983-07,45 to 54 years
345,1984,Jul,16224.0,1984-07,45 to 54 years
346,1985,Jul,16418.0,1985-07,45 to 54 years
347,1986,Jul,16962.0,1986-07,45 to 54 years
348,1987,Jul,17479.0,1987-07,45 to 54 years
349,1988,Jul,18493.0,1988-07,45 to 54 years
350,1989,Jul,19218.0,1989-07,45 to 54 years
351,1990,Jul,19573.0,1990-07,45 to 54 years
352,1991,Jul,19883.0,1991-07,45 to 54 years
353,1992,Jul,21139.0,1992-07,45 to 54 years
354,1993,Jul,22131.0,1993-07,45 to 54 years
355,1994,Jul,23247.0,1994-07,45 to 54 years
356,1995,Jul,24413.0,1995-07,45 to 54 years
357,1996,Jul,25748.0,1996-07,45 to 54 years
358,1997,Jul,26883.0,1997-07,45 to 54 years
359,1998,Jul,27509.0,1998-07,45 to 54 years
360,1999,Jul,28538.0,1999-07,45 to 54 years
361,2000,Jul,30258.0,2000-07,45 to 54 years
362,2001,Jul,31201.0,2001-07,45 to 54 years
363,2002,Jul,31177.0,2002-07,45 to 54 years
364,2003,Jul,31999.0,2003-07,45 to 54 years
365,2004,Jul,32604.0,2004-07,45 to 54 years
366,2005,Jul,33273.0,2005-07,45 to 54 years
367,2006,Jul,34107.0,2006-07,45 to 54 years
368,2007,Jul,34547.0,2007-07,45 to 54 years
369,2008,Jul,34644.0,2008-07,45 to 54 years
370,2009,Jul,33561.0,2009-07,45 to 54 years
371,2010,Jul,33098.0,2010-07,45 to 54 years
372,2011,Jul,32880.0,2011-07,45 to 54 years
373,2012,Jul,32880.0,2012-07,45 to 54 years
374,2013,Jul,32591.0,2013-07,45 to 54 years
375,2014,Jul,32681.0,2014-07,45 to 54 years
376,2015,Jul,32616.0,2015-07,45 to 54 years
377,2016,Jul,32653.0,2016-07,45 to 54 years
378,2017,Jul,32573.0,2017-07,45 to 54 years
379,2018,Jul,32320.0,2018-07,45 to 54 years
380,2019,Jul,31859.0,2019-07,45 to 54 years
381,2020,Jul,29552.0,2020-07,45 to 54 years
382,2021,Jul,30650.0,2021-07,45 to 54 years
383,2022,Jul,31660.0,2022-07,45 to 54 years
384,2023,Jul,31992.0,2023-07,45 to 54 years
385,1969,Aug,16456.0,1969-08,45 to 54 years
386,1970,Aug,16466.0,1970-08,45 to 54 years
387,1971,Aug,16450.0,1971-08,45 to 54 years
388,1972,Aug,16486.0,1972-08,45 to 54 years
389,1973,Aug,16568.0,1973-08,45 to 54 years
390,1974,Aug,16645.0,1974-08,45 to 54 years
391,1975,Aug,16241.0,1975-08,45 to 54 years
392,1976,Aug,16284.0,1976-08,45 to 54 years
393,1977,Aug,16119.0,1977-08,45 to 54 years
394,1978,Aug,16316.0,1978-08,45 to 54 years
395,1979,Aug,16382.0,1979-08,45 to 54 years
396,1980,Aug,16174.0,1980-08,45 to 54 years
397,1981,Aug,16152.0,1981-08,45 to 54 years
398,1982,Aug,15897.0,1982-08,45 to 54 years
399,1983,Aug,15973.0,1983-08,45 to 54 years
400,1984,Aug,16309.0,1984-08,45 to 54 years
401,1985,Aug,16567.0,1985-08,45 to 54 years
402,1986,Aug,16960.0,1986-08,45 to 54 years
403,1987,Aug,17515.0,1987-08,45 to 54 years
404,1988,Aug,18592.0,1988-08,45 to 54 years
405,1989,Aug,19317.0,1989-08,45 to 54 years
406,1990,Aug,19598.0,1990-08,45 to 54 years
407,1991,Aug,19922.0,1991-08,45 to 54 years
408,1992,Aug,21283.0,1992-08,45 to 54 years
409,1993,Aug,22285.0,1993-08,45 to 54 years
410,1994,Aug,23435.0,1994-08,45 to 54 years
411,1995,Aug,24433.0,1995-08,45 to 54 years
412,1996,Aug,25815.0,1996-08,45 to 54 years
413,1997,Aug,26915.0,1997-08,45 to 54 years
414,1998,Aug,27652.0,1998-08,45 to 54 years
415,1999,Aug,28798.0,1999-08,45 to 54 years
416,2000,Aug,30223.0,2000-08,45 to 54 years
417,2001,Aug,31039.0,2001-08,45 to 54 years
418,2002,Aug,31413.0,2002-08,45 to 54 years
419,2003,Aug,32003.0,2003-08,45 to 54 years
420,2004,Aug,32583.0,2004-08,45 to 54 years
421,2005,Aug,33576.0,2005-08,45 to 54 years
422,2006,Aug,34066.0,2006-08,45 to 54 years
423,2007,Aug,34593.0,2007-08,45 to 54 years
424,2008,Aug,34557.0,2008-08,45 to 54 years
425,2009,Aug,33524.0,2009-08,45 to 54 years
426,2010,Aug,33058.0,2010-08,45 to 54 years
427,2011,Aug,32843.0,2011-08,45 to 54 years
428,2012,Aug,32854.0,2012-08,45 to 54 years
429,2013,Aug,32521.0,2013-08,45 to 54 years
430,2014,Aug,32760.0,2014-08,45 to 54 years
431,2015,Aug,32625.0,2015-08,45 to 54 years
432,2016,Aug,32584.0,2016-08,45 to 54 years
433,2017,Aug,32416.0,2017-08,45 to 54 years
434,2018,Aug,32271.0,2018-08,45 to 54 years
435,2019,Aug,31899.0,2019-08,45 to 54 years
436,2020,Aug,30003.0,2020-08,45 to 54 years
437,2021,Aug,30618.0,2021-08,45 to 54 years
438,2022,Aug,31830.0,2022-08,45 to 54 years
439,2023,Aug,32080.0,2023-08,45 to 54 years
440,1969,Sep,16513.0,1969-09,45 to 54 years
441,1970,Sep,16426.0,1970-09,45 to 54 years
442,1971,Sep,16422.0,1971-09,45 to 54 years
443,1972,Sep,16455.0,1972-09,45 to 54 years
444,1973,Sep,16678.0,1973-09,45 to 54 years
445,1974,Sep,16544.0,1974-09,45 to 54 years
446,1975,Sep,16142.0,1975-09,45 to 54 years
447,1976,Sep,16239.0,1976-09,45 to 54 years
448,1977,Sep,16241.0,1977-09,45 to 54 years
449,1978,Sep,16373.0,1978-09,45 to 54 years
450,1979,Sep,16352.0,1979-09,45 to 54 years
451,1980,Sep,16232.0,1980-09,45 to 54 years
452,1981,Sep,16075.0,1981-09,45 to 54 years
453,1982,Sep,15860.0,1982-09,45 to 54 years
454,1983,Sep,16023.0,1983-09,45 to 54 years
455,1984,Sep,16194.0,1984-09,45 to 54 years
456,1985,Sep,16535.0,1985-09,45 to 54 years
457,1986,Sep,17023.0,1986-09,45 to 54 years
458,1987,Sep,17660.0,1987-09,45 to 54 years
459,1988,Sep,18567.0,1988-09,45 to 54 years
460,1989,Sep,19420.0,1989-09,45 to 54 years
461,1990,Sep,19673.0,1990-09,45 to 54 years
462,1991,Sep,20011.0,1991-09,45 to 54 years
463,1992,Sep,21301.0,1992-09,45 to 54 years
464,1993,Sep,22433.0,1993-09,45 to 54 years
465,1994,Sep,23696.0,1994-09,45 to 54 years
466,1995,Sep,24589.0,1995-09,45 to 54 years
467,1996,Sep,25810.0,1996-09,45 to 54 years
468,1997,Sep,26924.0,1997-09,45 to 54 years
469,1998,Sep,27880.0,1998-09,45 to 54 years
470,1999,Sep,28767.0,1999-09,45 to 54 years
471,2000,Sep,30408.0,2000-09,45 to 54 years
472,2001,Sep,31210.0,2001-09,45 to 54 years
473,2002,Sep,31554.0,2002-09,45 to 54 years
474,2003,Sep,31983.0,2003-09,45 to 54 years
475,2004,Sep,32637.0,2004-09,45 to 54 years
476,2005,Sep,33319.0,2005-09,45 to 54 years
477,2006,Sep,34182.0,2006-09,45 to 54 years
478,2007,Sep,34619.0,2007-09,45 to 54 years
479,2008,Sep,34485.0,2008-09,45 to 54 years
480,2009,Sep,33297.0,2009-09,45 to 54 years
481,2010,Sep,33166.0,2010-09,45 to 54 years
482,2011,Sep,32752.0,2011-09,45 to 54 years
483,2012,Sep,32909.0,2012-09,45 to 54 years
484,2013,Sep,32496.0,2013-09,45 to 54 years
485,2014,Sep,32598.0,2014-09,45 to 54 years
486,2015,Sep,32599.0,2015-09,45 to 54 years
487,2016,Sep,32659.0,2016-09,45 to 54 years
488,2017,Sep,32587.0,2017-09,45 to 54 years
489,2018,Sep,32329.0,2018-09,45 to 54 years
490,2019,Sep,31856.0,2019-09,45 to 54 years
491,2020,Sep,29668.0,2020-09,45 to 54 years
492,2021,Sep,30724.0,2021-09,45 to 54 years
493,2022,Sep,31986.0,2022-09,45 to 54 years
495,1969,Oct,16533.0,1969-10,45 to 54 years
496,1970,Oct,16479.0,1970-10,45 to 54 years
497,1971,Oct,16444.0,1971-10,45 to 54 years
498,1972,Oct,16379.0,1972-10,45 to 54 years
499,1973,Oct,16623.0,1973-10,45 to 54 years
500,1974,Oct,16575.0,1974-10,45 to 54 years
501,1975,Oct,16228.0,1975-10,45 to 54 years
502,1976,Oct,16265.0,1976-10,45 to 54 years
503,1977,Oct,16297.0,1977-10,45 to 54 years
504,1978,Oct,16382.0,1978-10,45 to 54 years
505,1979,Oct,16310.0,1979-10,45 to 54 years
506,1980,Oct,16175.0,1980-10,45 to 54 years
507,1981,Oct,16137.0,1981-10,45 to 54 years
508,1982,Oct,15841.0,1982-10,45 to 54 years
509,1983,Oct,15994.0,1983-10,45 to 54 years
510,1984,Oct,16224.0,1984-10,45 to 54 years
511,1985,Oct,16528.0,1985-10,45 to 54 years
512,1986,Oct,17156.0,1986-10,45 to 54 years
513,1987,Oct,17668.0,1987-10,45 to 54 years
514,1988,Oct,18673.0,1988-10,45 to 54 years
515,1989,Oct,19432.0,1989-10,45 to 54 years
516,1990,Oct,19660.0,1990-10,45 to 54 years
517,1991,Oct,20047.0,1991-10,45 to 54 years
518,1992,Oct,21380.0,1992-10,45 to 54 years
519,1993,Oct,22645.0,1993-10,45 to 54 years
520,1994,Oct,23683.0,1994-10,45 to 54 years
521,1995,Oct,24629.0,1995-10,45 to 54 years
522,1996,Oct,25873.0,1996-10,45 to 54 years
523,1997,Oct,26991.0,1997-10,45 to 54 years
524,1998,Oct,27861.0,1998-10,45 to 54 years
525,1999,Oct,28985.0,1999-10,45 to 54 years
526,2000,Oct,30561.0,2000-10,45 to 54 years
527,2001,Oct,31040.0,2001-10,45 to 54 years
528,2002,Oct,31486.0,2002-10,45 to 54 years
529,2003,Oct,32071.0,2003-10,45 to 54 years
530,2004,Oct,32677.0,2004-10,45 to 54 years
531,2005,Oct,33334.0,2005-10,45 to 54 years
532,2006,Oct,34337.0,2006-10,45 to 54 years
533,2007,Oct,34538.0,2007-10,45 to 54 years
534,2008,Oct,34454.0,2008-10,45 to 54 years
535,2009,Oct,33509.0,2009-10,45 to 54 years
536,2010,Oct,33033.0,2010-10,45 to 54 years
537,2011,Oct,32761.0,2011-10,45 to 54 years
538,2012,Oct,32843.0,2012-10,45 to 54 years
539,2013,Oct,32289.0,2013-10,45 to 54 years
540,2014,Oct,32605.0,2014-10,45 to 54 years
541,2015,Oct,32580.0,2015-10,45 to 54 years
542,2016,Oct,32915.0,2016-10,45 to 54 years
543,2017,Oct,32422.0,2017-10,45 to 54 years
544,2018,Oct,32312.0,2018-10,45 to 54 years
545,2019,Oct,31964.0,2019-10,45 to 54 years
546,2020,Oct,30099.0,2020-10,45 to 54 years
547,2021,Oct,30718.0,2021-10,45 to 54 years
548,2022,Oct,31601.0,2022-10,45 to 54 years
550,1969,Nov,16558.0,1969-11,45 to 54 years
551,1970,Nov,16445.0,1970-11,45 to 54 years
552,1971,Nov,16490.0,1971-11,45 to 54 years
553,1972,Nov,16320.0,1972-11,45 to 54 years
554,1973,Nov,16624.0,1973-11,45 to 54 years
555,1974,Nov,16403.0,1974-11,45 to 54 years
556,1975,Nov,16175.0,1975-11,45 to 54 years
557,1976,Nov,16186.0,1976-11,45 to 54 years
558,1977,Nov,16395.0,1977-11,45 to 54 years
559,1978,Nov,16434.0,1978-11,45 to 54 years
560,1979,Nov,16324.0,1979-11,45 to 54 years
561,1980,Nov,16131.0,1980-11,45 to 54 years
562,1981,Nov,16167.0,1981-11,45 to 54 years
563,1982,Nov,15797.0,1982-11,45 to 54 years
564,1983,Nov,15955.0,1983-11,45 to 54 years
565,1984,Nov,16289.0,1984-11,45 to 54 years
566,1985,Nov,16642.0,1985-11,45 to 54 years
567,1986,Nov,17136.0,1986-11,45 to 54 years
568,1987,Nov,17763.0,1987-11,45 to 54 years
569,1988,Nov,18780.0,1988-11,45 to 54 years
570,1989,Nov,19570.0,1989-11,45 to 54 years
571,1990,Nov,19647.0,1990-11,45 to 54 years
572,1991,Nov,20124.0,1991-11,45 to 54 years
573,1992,Nov,21438.0,1992-11,45 to 54 years
574,1993,Nov,22922.0,1993-11,45 to 54 years
575,1994,Nov,23866.0,1994-11,45 to 54 years
576,1995,Nov,24670.0,1995-11,45 to 54 years
577,1996,Nov,25910.0,1996-11,45 to 54 years
578,1997,Nov,27092.0,1997-11,45 to 54 years
579,1998,Nov,28059.0,1998-11,45 to 54 years
580,1999,Nov,29050.0,1999-11,45 to 54 years
581,2000,Nov,30670.0,2000-11,45 to 54 years
582,2001,Nov,31037.0,2001-11,45 to 54 years
583,2002,Nov,31439.0,2002-11,45 to 54 years
584,2003,Nov,32106.0,2003-11,45 to 54 years
585,2004,Nov,32665.0,2004-11,45 to 54 years
586,2005,Nov,33341.0,2005-11,45 to 54 years
587,2006,Nov,34319.0,2006-11,45 to 54 years
588,2007,Nov,34710.0,2007-11,45 to 54 years
589,2008,Nov,34432.0,2008-11,45 to 54 years
590,2009,Nov,33588.0,2009-11,45 to 54 years
591,2010,Nov,33053.0,2010-11,45 to 54 years
592,2011,Nov,32840.0,2011-11,45 to 54 years
593,2012,Nov,32665.0,2012-11,45 to 54 years
594,2013,Nov,32457.0,2013-11,45 to 54 years
595,2014,Nov,32507.0,2014-11,45 to 54 years
596,2015,Nov,32717.0,2015-11,45 to 54 years
597,2016,Nov,32713.0,2016-11,45 to 54 years
598,2017,Nov,32521.0,2017-11,45 to 54 years
599,2018,Nov,32378.0,2018-11,45 to 54 years
600,2019,Nov,32056.0,2019-11,45 to 54 years
601,2020,Nov,30182.0,2020-11,45 to 54 years
602,2021,Nov,30904.0,2021-11,45 to 54 years
603,2022,Nov,31550.0,2022-11,45 to 54 years
605,1969,Dec,16539.0,1969-12,45 to 54 years
606,1970,Dec,16471.0,1970-12,45 to 54 years
607,1971,Dec,16452.0,1971-12,45 to 54 years
608,1972,Dec,16461.0,1972-12,45 to 54 years
609,1973,Dec,16597.0,1973-12,45 to 54 years
610,1974,Dec,16389.0,1974-12,45 to 54 years
611,1975,Dec,16168.0,1975-12,45 to 54 years
612,1976,Dec,16166.0,1976-12,45 to 54 years
613,1977,Dec,16361.0,1977-12,45 to 54 years
614,1978,Dec,16424.0,1978-12,45 to 54 years
615,1979,Dec,16449.0,1979-12,45 to 54 years
616,1980,Dec,16236.0,1980-12,45 to 54 years
617,1981,Dec,16081.0,1981-12,45 to 54 years
618,1982,Dec,15748.0,1982-12,45 to 54 years
619,1983,Dec,15957.0,1983-12,45 to 54 years
620,1984,Dec,16274.0,1984-12,45 to 54 years
621,1985,Dec,16677.0,1985-12,45 to 54 years
622,1986,Dec,17213.0,1986-12,45 to 54 years
623,1987,Dec,17936.0,1987-12,45 to 54 years
624,1988,Dec,18795.0,1988-12,45 to 54 years
625,1989,Dec,19552.0,1989-12,45 to 54 years
626,1990,Dec,19578.0,1990-12,45 to 54 years
627,1991,Dec,20219.0,1991-12,45 to 54 years
628,1992,Dec,21515.0,1992-12,45 to 54 years
629,1993,Dec,22927.0,1993-12,45 to 54 years
630,1994,Dec,23901.0,1994-12,45 to 54 years
631,1995,Dec,24782.0,1995-12,45 to 54 years
632,1996,Dec,25967.0,1996-12,45 to 54 years
633,1997,Dec,27136.0,1997-12,45 to 54 years
634,1998,Dec,28111.0,1998-12,45 to 54 years
635,1999,Dec,29198.0,1999-12,45 to 54 years
636,2000,Dec,30737.0,2000-12,45 to 54 years
637,2001,Dec,31104.0,2001-12,45 to 54 years
638,2002,Dec,31449.0,2002-12,45 to 54 years
639,2003,Dec,32296.0,2003-12,45 to 54 years
640,2004,Dec,32555.0,2004-12,45 to 54 years
641,2005,Dec,33486.0,2005-12,45 to 54 years
642,2006,Dec,34479.0,2006-12,45 to 54 years
643,2007,Dec,34760.0,2007-12,45 to 54 years
644,2008,Dec,34116.0,2008-12,45 to 54 years
645,2009,Dec,33290.0,2009-12,45 to 54 years
646,2010,Dec,33227.0,2010-12,45 to 54 years
647,2011,Dec,32940.0,2011-12,45 to 54 years
648,2012,Dec,32675.0,2012-12,45 to 54 years
649,2013,Dec,32371.0,2013-12,45 to 54 years
650,2014,Dec,32597.0,2014-12,45 to 54 years
651,2015,Dec,32577.0,2015-12,45 to 54 years
652,2016,Dec,32602.0,2016-12,45 to 54 years
653,2017,Dec,32570.0,2017-12,45 to 54 years
654,2018,Dec,32227.0,2018-12,45 to 54 years
655,2019,Dec,32009.0,2019-12,45 to 54 years
656,2020,Dec,30297.0,2020-12,45 to 54 years
657,2021,Dec,30943.0,2021-12,45 to 54 years
658,2022,Dec,31799.0,2022-12,45 to 54 years
0,1969,Jan,13889.0,1969-01,55 years and above
1,1970,Jan,14122.0,1970-01,55 years and above
2,1971,Jan,14130.0,1971-01,55 years and above
3,1972,Jan,14163.0,1972-01,55 years and above
4,1973,Jan,13788.0,1973-01,55 years and above
5,1974,Jan,13823.0,1974-01,55 years and above
6,1975,Jan,13669.0,1975-01,55 years and above
7,1976,Jan,13652.0,1976-01,55 years and above
8,1977,Jan,13702.0,1977-01,55 years and above
9,1978,Jan,14191.0,1978-01,55 years and above
10,1979,Jan,14661.0,1979-01,55 years and above
11,1980,Jan,14632.0,1980-01,55 years and above
12,1981,Jan,14450.0,1981-01,55 years and above
13,1982,Jan,14319.0,1982-01,55 years and above
14,1983,Jan,14232.0,1983-01,55 years and above
15,1984,Jan,14253.0,1984-01,55 years and above
16,1985,Jan,14218.0,1985-01,55 years and above
17,1986,Jan,14326.0,1986-01,55 years and above
18,1987,Jan,14430.0,1987-01,55 years and above
19,1988,Jan,14579.0,1988-01,55 years and above
20,1989,Jan,14929.0,1989-01,55 years and above
21,1990,Jan,14572.0,1990-01,55 years and above
22,1991,Jan,14358.0,1991-01,55 years and above
23,1992,Jan,14358.0,1992-01,55 years and above
24,1993,Jan,14234.0,1993-01,55 years and above
25,1994,Jan,14953.0,1994-01,55 years and above
26,1995,Jan,15084.0,1995-01,55 years and above
27,1996,Jan,15179.0,1996-01,55 years and above
28,1997,Jan,15802.0,1997-01,55 years and above
29,1998,Jan,16385.0,1998-01,55 years and above
30,1999,Jan,16873.0,1999-01,55 years and above
31,2000,Jan,17957.0,2000-01,55 years and above
