,Year,Month,Unemployment level,Date,Age
254,2003,May,1880.0,2003-05,35 to 44 years
255,2004,May,1546.0,2004-05,35 to 44 years
256,2005,May,1408.0,2005-05,35 to 44 years
257,2006,May,1264.0,2006-05,35 to 44 years
258,2007,May,1178.0,2007-05,35 to 44 years
259,2008,May,1476.0,2008-05,35 to 44 years
260,2009,May,2780.0,2009-05,35 to 44 years
261,2010,May,2648.0,2010-05,35 to 44 years
262,2011,May,2452.0,2011-05,35 to 44 years
263,2012,May,2189.0,2012-05,35 to 44 years
264,2013,May,1972.0,2013-05,35 to 44 years
265,2014,May,1630.0,2014-05,35 to 44 years
266,2015,May,1455.0,2015-05,35 to 44 years
267,2016,May,1168.0,2016-05,35 to 44 years
268,2017,May,1113.0,2017-05,35 to 44 years
269,2018,May,955.0,2018-05,35 to 44 years
270,2019,May,892.0,2019-05,35 to 44 years
271,2020,May,3384.0,2020-05,35 to 44 years
272,2021,May,1717.0,2021-05,35 to 44 years
273,2022,May,1045.0,2022-05,35 to 44 years
274,2023,May,1052.0,2023-05,35 to 44 years
275,1969,Jun,368.0,1969-06,35 to 44 years
276,1970,Jun,500.0,1970-06,35 to 44 years
277,1971,Jun,615.0,1971-06,35 to 44 years
278,1972,Jun,591.0,1972-06,35 to 44 years
279,1973,Jun,442.0,1973-06,35 to 44 years
280,1974,Jun,532.0,1974-06,35 to 44 years
281,1975,Jun,978.0,1975-06,35 to 44 years
282,1976,Jun,834.0,1976-06,35 to 44 years
283,1977,Jun,809.0,1977-06,35 to 44 years
284,1978,Jun,701.0,1978-06,35 to 44 years
285,1979,Jun,666.0,1979-06,35 to 44 years
286,1980,Jun,986.0,1980-06,35 to 44 years
287,1981,Jun,1009.0,1981-06,35 to 44 years
288,1982,Jun,1483.0,1982-06,35 to 44 years
289,1983,Jun,1749.0,1983-06,35 to 44 years
290,1984,Jun,1305.0,1984-06,35 to 44 years
291,1985,Jun,1453.0,1985-06,35 to 44 years
292,1986,Jun,1429.0,1986-06,35 to 44 years
293,1987,Jun,1238.0,1987-06,35 to 44 years
294,1988,Jun,1095.0,1988-06,35 to 44 years
295,1989,Jun,1043.0,1989-06,35 to 44 years
296,1990,Jun,1270.0,1990-06,35 to 44 years
297,1991,Jun,1752.0,1991-06,35 to 44 years
298,1992,Jun,1999.0,1992-06,35 to 44 years
299,1993,Jun,1907.0,1993-06,35 to 44 years
300,1994,Jun,1615.0,1994-06,35 to 44 years
301,1995,Jun,1570.0,1995-06,35 to 44 years
302,1996,Jun,1437.0,1996-06,35 to 44 years
303,1997,Jun,1392.0,1997-06,35 to 44 years
304,1998,Jun,1264.0,1998-06,35 to 44 years
305,1999,Jun,1251.0,1999-06,35 to 44 years
306,2000,Jun,1163.0,2000-06,35 to 44 years
307,2001,Jun,1289.0,2001-06,35 to 44 years
308,2002,Jun,1581.0,2002-06,35 to 44 years
309,2003,Jun,1956.0,2003-06,35 to 44 years
310,2004,Jun,1680.0,2004-06,35 to 44 years
311,2005,Jun,1382.0,2005-06,35 to 44 years
312,2006,Jun,1238.0,2006-06,35 to 44 years
313,2007,Jun,1164.0,2007-06,35 to 44 years
314,2008,Jun,1558.0,2008-06,35 to 44 years
315,2009,Jun,2801.0,2009-06,35 to 44 years
316,2010,Jun,2588.0,2010-06,35 to 44 years
317,2011,Jun,2517.0,2011-06,35 to 44 years
318,2012,Jun,2306.0,2012-06,35 to 44 years
319,2013,Jun,1934.0,2013-06,35 to 44 years
320,2014,Jun,1512.0,2014-06,35 to 44 years
321,2015,Jun,1295.0,2015-06,35 to 44 years
322,2016,Jun,1242.0,2016-06,35 to 44 years
323,2017,Jun,1074.0,2017-06,35 to 44 years
324,2018,Jun,1003.0,2018-06,35 to 44 years
325,2019,Jun,912.0,2019-06,35 to 44 years
326,2020,Jun,3057.0,2020-06,35 to 44 years
327,2021,Jun,1830.0,2021-06,35 to 44 years
328,2022,Jun,1141.0,2022-06,35 to 44 years
329,2023,Jun,1070.0,2023-06,35 to 44 years
330,1969,Jul,363.0,1969-07,35 to 44 years
331,1970,Jul,509.0,1970-07,35 to 44 years
332,1971,Jul,648.0,1971-07,35 to 44 years
333,1972,Jul,612.0,1972-07,35 to 44 years
334,1973,Jul,417.0,1973-07,35 to 44 years
335,1974,Jul,531.0,1974-07,35 to 44 years
336,1975,Jul,900.0,1975-07,35 to 44 years
337,1976,Jul,891.0,1976-07,35 to 44 years
338,1977,Jul,795.0,1977-07,35 to 44 years
339,1978,Jul,703.0,1978-07,35 to 44 years
340,1979,Jul,656.0,1979-07,35 to 44 years
341,1980,Jul,1070.0,1980-07,35 to 44 years
342,1981,Jul,965.0,1981-07,35 to 44 years
343,1982,Jul,1517.0,1982-07,35 to 44 years
344,1983,Jul,1688.0,1983-07,35 to 44 years
345,1984,Jul,1341.0,1984-07,35 to 44 years
346,1985,Jul,1358.0,1985-07,35 to 44 years
347,1986,Jul,1356.0,1986-07,35 to 44 years
348,1987,Jul,1298.0,1987-07,35 to 44 years
349,1988,Jul,1153.0,1988-07,35 to 44 years
350,1989,Jul,1151.0,1989-07,35 to 44 years
351,1990,Jul,1350.0,1990-07,35 to 44 years
352,1991,Jul,1680.0,1991-07,35 to 44 years
353,1992,Jul,2010.0,1992-07,35 to 44 years
354,1993,Jul,1853.0,1993-07,35 to 44 years
355,1994,Jul,1616.0,1994-07,35 to 44 years
356,1995,Jul,1593.0,1995-07,35 to 44 years
357,1996,Jul,1516.0,1996-07,35 to 44 years
358,1997,Jul,1354.0,1997-07,35 to 44 years
359,1998,Jul,1225.0,1998-07,35 to 44 years
360,1999,Jul,1172.0,1999-07,35 to 44 years
361,2000,Jul,1148.0,2000-07,35 to 44 years
362,2001,Jul,1366.0,2001-07,35 to 44 years
363,2002,Jul,1672.0,2002-07,35 to 44 years
364,2003,Jul,1889.0,2003-07,35 to 44 years
365,2004,Jul,1572.0,2004-07,35 to 44 years
366,2005,Jul,1351.0,2005-07,35 to 44 years
367,2006,Jul,1285.0,2006-07,35 to 44 years
368,2007,Jul,1331.0,2007-07,35 to 44 years
369,2008,Jul,1641.0,2008-07,35 to 44 years
370,2009,Jul,2702.0,2009-07,35 to 44 years
371,2010,Jul,2610.0,2010-07,35 to 44 years
372,2011,Jul,2272.0,2011-07,35 to 44 years
373,2012,Jul,2202.0,2012-07,35 to 44 years
374,2013,Jul,1917.0,2013-07,35 to 44 years
375,2014,Jul,1549.0,2014-07,35 to 44 years
376,2015,Jul,1340.0,2015-07,35 to 44 years
377,2016,Jul,1113.0,2016-07,35 to 44 years
378,2017,Jul,1134.0,2017-07,35 to 44 years
379,2018,Jul,983.0,2018-07,35 to 44 years
380,2019,Jul,925.0,2019-07,35 to 44 years
381,2020,Jul,2744.0,2020-07,35 to 44 years
382,2021,Jul,1599.0,2021-07,35 to 44 years
383,2022,Jul,972.0,2022-07,35 to 44 years
384,2023,Jul,1093.0,2023-07,35 to 44 years
385,1969,Aug,369.0,1969-08,35 to 44 years
386,1970,Aug,529.0,1970-08,35 to 44 years
387,1971,Aug,676.0,1971-08,35 to 44 years
388,1972,Aug,600.0,1972-08,35 to 44 years
389,1973,Aug,427.0,1973-08,35 to 44 years
390,1974,Aug,551.0,1974-08,35 to 44 years
391,1975,Aug,945.0,1975-08,35 to 44 years
392,1976,Aug,860.0,1976-08,35 to 44 years
393,1977,Aug,771.0,1977-08,35 to 44 years
394,1978,Aug,706.0,1978-08,35 to 44 years
395,1979,Aug,749.0,1979-08,35 to 44 years
396,1980,Aug,1087.0,1980-08,35 to 44 years
397,1981,Aug,977.0,1981-08,35 to 44 years
398,1982,Aug,1588.0,1982-08,35 to 44 years
399,1983,Aug,1594.0,1983-08,35 to 44 years
400,1984,Aug,1412.0,1984-08,35 to 44 years
401,1985,Aug,1339.0,1985-08,35 to 44 years
402,1986,Aug,1351.0,1986-08,35 to 44 years
403,1987,Aug,1248.0,1987-08,35 to 44 years
404,1988,Aug,1197.0,1988-08,35 to 44 years
405,1989,Aug,1171.0,1989-08,35 to 44 years
406,1990,Aug,1369.0,1990-08,35 to 44 years
407,1991,Aug,1759.0,1991-08,35 to 44 years
408,1992,Aug,2017.0,1992-08,35 to 44 years
409,1993,Aug,1836.0,1993-08,35 to 44 years
410,1994,Aug,1609.0,1994-08,35 to 44 years
411,1995,Aug,1566.0,1995-08,35 to 44 years
412,1996,Aug,1484.0,1996-08,35 to 44 years
413,1997,Aug,1369.0,1997-08,35 to 44 years
414,1998,Aug,1219.0,1998-08,35 to 44 years
415,1999,Aug,1210.0,1999-08,35 to 44 years
416,2000,Aug,1172.0,2000-08,35 to 44 years
417,2001,Aug,1387.0,2001-08,35 to 44 years
418,2002,Aug,1610.0,2002-08,35 to 44 years
419,2003,Aug,1819.0,2003-08,35 to 44 years
420,2004,Aug,1560.0,2004-08,35 to 44 years
421,2005,Aug,1326.0,2005-08,35 to 44 years
422,2006,Aug,1368.0,2006-08,35 to 44 years
423,2007,Aug,1259.0,2007-08,35 to 44 years
424,2008,Aug,1786.0,2008-08,35 to 44 years
425,2009,Aug,2819.0,2009-08,35 to 44 years
426,2010,Aug,2562.0,2010-08,35 to 44 years
427,2011,Aug,2513.0,2011-08,35 to 44 years
428,2012,Aug,2170.0,2012-08,35 to 44 years
429,2013,Aug,1843.0,2013-08,35 to 44 years
430,2014,Aug,1557.0,2014-08,35 to 44 years
431,2015,Aug,1251.0,2015-08,35 to 44 years
432,2016,Aug,1321.0,2016-08,35 to 44 years
433,2017,Aug,1094.0,2017-08,35 to 44 years
434,2018,Aug,946.0,2018-08,35 to 44 years
435,2019,Aug,928.0,2019-08,35 to 44 years
436,2020,Aug,2206.0,2020-08,35 to 44 years
437,2021,Aug,1489.0,2021-08,35 to 44 years
438,2022,Aug,1029.0,2022-08,35 to 44 years
439,2023,Aug,1085.0,2023-08,35 to 44 years
440,1969,Sep,389.0,1969-09,35 to 44 years
441,1970,Sep,543.0,1970-09,35 to 44 years
442,1971,Sep,642.0,1971-09,35 to 44 years
443,1972,Sep,574.0,1972-09,35 to 44 years
444,1973,Sep,445.0,1973-09,35 to 44 years
445,1974,Sep,600.0,1974-09,35 to 44 years
446,1975,Sep,931.0,1975-09,35 to 44 years
447,1976,Sep,893.0,1976-09,35 to 44 years
448,1977,Sep,747.0,1977-09,35 to 44 years
449,1978,Sep,664.0,1978-09,35 to 44 years
450,1979,Sep,756.0,1979-09,35 to 44 years
451,1980,Sep,985.0,1980-09,35 to 44 years
452,1981,Sep,1072.0,1981-09,35 to 44 years
453,1982,Sep,1612.0,1982-09,35 to 44 years
454,1983,Sep,1613.0,1983-09,35 to 44 years
455,1984,Sep,1380.0,1984-09,35 to 44 years
456,1985,Sep,1326.0,1985-09,35 to 44 years
457,1986,Sep,1348.0,1986-09,35 to 44 years
458,1987,Sep,1283.0,1987-09,35 to 44 years
459,1988,Sep,1101.0,1988-09,35 to 44 years
460,1989,Sep,1221.0,1989-09,35 to 44 years
461,1990,Sep,1452.0,1990-09,35 to 44 years
462,1991,Sep,1732.0,1991-09,35 to 44 years
463,1992,Sep,1998.0,1992-09,35 to 44 years
464,1993,Sep,1823.0,1993-09,35 to 44 years
465,1994,Sep,1697.0,1994-09,35 to 44 years
466,1995,Sep,1492.0,1995-09,35 to 44 years
467,1996,Sep,1529.0,1996-09,35 to 44 years
468,1997,Sep,1376.0,1997-09,35 to 44 years
469,1998,Sep,1202.0,1998-09,35 to 44 years
470,1999,Sep,1180.0,1999-09,35 to 44 years
471,2000,Sep,1090.0,2000-09,35 to 44 years
472,2001,Sep,1482.0,2001-09,35 to 44 years
473,2002,Sep,1672.0,2002-09,35 to 44 years
474,2003,Sep,1773.0,2003-09,35 to 44 years
475,2004,Sep,1626.0,2004-09,35 to 44 years
476,2005,Sep,1342.0,2005-09,35 to 44 years
477,2006,Sep,1239.0,2006-09,35 to 44 years
478,2007,Sep,1165.0,2007-09,35 to 44 years
479,2008,Sep,1773.0,2008-09,35 to 44 years
480,2009,Sep,2955.0,2009-09,35 to 44 years
481,2010,Sep,2756.0,2010-09,35 to 44 years
482,2011,Sep,2444.0,2011-09,35 to 44 years
483,2012,Sep,2052.0,2012-09,35 to 44 years
484,2013,Sep,1819.0,2013-09,35 to 44 years
485,2014,Sep,1417.0,2014-09,35 to 44 years
486,2015,Sep,1307.0,2015-09,35 to 44 years
487,2016,Sep,1374.0,2016-09,35 to 44 years
488,2017,Sep,1040.0,2017-09,35 to 44 years
489,2018,Sep,966.0,2018-09,35 to 44 years
490,2019,Sep,871.0,2019-09,35 to 44 years
491,2020,Sep,2099.0,2020-09,35 to 44 years
492,2021,Sep,1338.0,2021-09,35 to 44 years
493,2022,Sep,1063.0,2022-09,35 to 44 years
495,1969,Oct,351.0,1969-10,35 to 44 years
496,1970,Oct,603.0,1970-10,35 to 44 years
497,1971,Oct,653.0,1971-10,35 to 44 years
498,1972,Oct,563.0,1972-10,35 to 44 years
499,1973,Oct,401.0,1973-10,35 to 44 years
500,1974,Oct,611.0,1974-10,35 to 44 years
501,1975,Oct,953.0,1975-10,35 to 44 years
502,1976,Oct,862.0,1976-10,35 to 44 years
503,1977,Oct,755.0,1977-10,35 to 44 years
504,1978,Oct,677.0,1978-10,35 to 44 years
505,1979,Oct,751.0,1979-10,35 to 44 years
506,1980,Oct,992.0,1980-10,35 to 44 years
507,1981,Oct,1137.0,1981-10,35 to 44 years
508,1982,Oct,1740.0,1982-10,35 to 44 years
509,1983,Oct,1500.0,1983-10,35 to 44 years
510,1984,Oct,1365.0,1984-10,35 to 44 years
511,1985,Oct,1268.0,1985-10,35 to 44 years
512,1986,Oct,1397.0,1986-10,35 to 44 years
513,1987,Oct,1315.0,1987-10,35 to 44 years
514,1988,Oct,1133.0,1988-10,35 to 44 years
515,1989,Oct,1199.0,1989-10,35 to 44 years
516,1990,Oct,1447.0,1990-10,35 to 44 years
517,1991,Oct,1743.0,1991-10,35 to 44 years
518,1992,Oct,2015.0,1992-10,35 to 44 years
519,1993,Oct,1985.0,1993-10,35 to 44 years
520,1994,Oct,1529.0,1994-10,35 to 44 years
521,1995,Oct,1607.0,1995-10,35 to 44 years
522,1996,Oct,1516.0,1996-10,35 to 44 years
523,1997,Oct,1378.0,1997-10,35 to 44 years
524,1998,Oct,1228.0,1998-10,35 to 44 years
525,1999,Oct,1096.0,1999-10,35 to 44 years
526,2000,Oct,1038.0,2000-10,35 to 44 years
527,2001,Oct,1568.0,2001-10,35 to 44 years
528,2002,Oct,1770.0,2002-10,35 to 44 years
529,2003,Oct,1846.0,2003-10,35 to 44 years
530,2004,Oct,1471.0,2004-10,35 to 44 years
531,2005,Oct,1408.0,2005-10,35 to 44 years
532,2006,Oct,1033.0,2006-10,35 to 44 years
533,2007,Oct,1214.0,2007-10,35 to 44 years
534,2008,Oct,1885.0,2008-10,35 to 44 years
535,2009,Oct,3063.0,2009-10,35 to 44 years
536,2010,Oct,2602.0,2010-10,35 to 44 years
537,2011,Oct,2322.0,2011-10,35 to 44 years
538,2012,Oct,2038.0,2012-10,35 to 44 years
539,2013,Oct,1846.0,2013-10,35 to 44 years
540,2014,Oct,1429.0,2014-10,35 to 44 years
541,2015,Oct,1346.0,2015-10,35 to 44 years
542,2016,Oct,1297.0,2016-10,35 to 44 years
543,2017,Oct,1011.0,2017-10,35 to 44 years
544,2018,Oct,1013.0,2018-10,35 to 44 years
545,2019,Oct,910.0,2019-10,35 to 44 years
546,2020,Oct,1987.0,2020-10,35 to 44 years
547,2021,Oct,1308.0,2021-10,35 to 44 years
548,2022,Oct,1020.0,2022-10,35 to 44 years
550,1969,Nov,358.0,1969-11,35 to 44 years
551,1970,Nov,618.0,1970-11,35 to 44 years
552,1971,Nov,615.0,1971-11,35 to 44 years
553,1972,Nov,536.0,1972-11,35 to 44 years
554,1973,Nov,438.0,1973-11,35 to 44 years
555,1974,Nov,695.0,1974-11,35 to 44 years
556,1975,Nov,944.0,1975-11,35 to 44 years
557,1976,Nov,845.0,1976-11,35 to 44 years
558,1977,Nov,779.0,1977-11,35 to 44 years
559,1978,Nov,664.0,1978-11,35 to 44 years
560,1979,Nov,744.0,1979-11,35 to 44 years
561,1980,Nov,941.0,1980-11,35 to 44 years
562,1981,Nov,1228.0,1981-11,35 to 44 years
563,1982,Nov,1853.0,1982-11,35 to 44 years
564,1983,Nov,1407.0,1983-11,35 to 44 years
565,1984,Nov,1260.0,1984-11,35 to 44 years
566,1985,Nov,1301.0,1985-11,35 to 44 years
567,1986,Nov,1406.0,1986-11,35 to 44 years
568,1987,Nov,1188.0,1987-11,35 to 44 years
569,1988,Nov,1129.0,1988-11,35 to 44 years
570,1989,Nov,1239.0,1989-11,35 to 44 years
571,1990,Nov,1556.0,1990-11,35 to 44 years
572,1991,Nov,1793.0,1991-11,35 to 44 years
573,1992,Nov,1976.0,1992-11,35 to 44 years
574,1993,Nov,1950.0,1993-11,35 to 44 years
575,1994,Nov,1475.0,1994-11,35 to 44 years
576,1995,Nov,1565.0,1995-11,35 to 44 years
577,1996,Nov,1633.0,1996-11,35 to 44 years
578,1997,Nov,1296.0,1997-11,35 to 44 years
579,1998,Nov,1255.0,1998-11,35 to 44 years
580,1999,Nov,1041.0,1999-11,35 to 44 years
581,2000,Nov,1086.0,2000-11,35 to 44 years
582,2001,Nov,1676.0,2001-11,35 to 44 years
583,2002,Nov,1806.0,2002-11,35 to 44 years
584,2003,Nov,1770.0,2003-11,35 to 44 years
585,2004,Nov,1436.0,2004-11,35 to 44 years
586,2005,Nov,1398.0,2005-11,35 to 44 years
587,2006,Nov,1254.0,2006-11,35 to 44 years
588,2007,Nov,1267.0,2007-11,35 to 44 years
589,2008,Nov,1909.0,2008-11,35 to 44 years
590,2009,Nov,2917.0,2009-11,35 to 44 years
591,2010,Nov,2573.0,2010-11,35 to 44 years
592,2011,Nov,2292.0,2011-11,35 to 44 years
593,2012,Nov,2034.0,2012-11,35 to 44 years
594,2013,Nov,1857.0,2013-11,35 to 44 years
595,2014,Nov,1432.0,2014-11,35 to 44 years
596,2015,Nov,1299.0,2015-11,35 to 44 years
597,2016,Nov,1185.0,2016-11,35 to 44 years
598,2017,Nov,1036.0,2017-11,35 to 44 years
599,2018,Nov,990.0,2018-11,35 to 44 years
600,2019,Nov,950.0,2019-11,35 to 44 years
601,2020,Nov,1911.0,2020-11,35 to 44 years
602,2021,Nov,1326.0,2021-11,35 to 44 years
603,2022,Nov,945.0,2022-11,35 to 44 years
605,1969,Dec,354.0,1969-12,35 to 44 years
606,1970,Dec,711.0,1970-12,35 to 44 years
607,1971,Dec,631.0,1971-12,35 to 44 years
608,1972,Dec,480.0,1972-12,35 to 44 years
609,1973,Dec,472.0,1973-12,35 to 44 years
610,1974,Dec,773.0,1974-12,35 to 44 years
611,1975,Dec,905.0,1975-12,35 to 44 years
612,1976,Dec,859.0,1976-12,35 to 44 years
613,1977,Dec,696.0,1977-12,35 to 44 years
614,1978,Dec,705.0,1978-12,35 to 44 years
615,1979,Dec,752.0,1979-12,35 to 44 years
616,1980,Dec,984.0,1980-12,35 to 44 years
617,1981,Dec,1313.0,1981-12,35 to 44 years
618,1982,Dec,1947.0,1982-12,35 to 44 years
619,1983,Dec,1384.0,1983-12,35 to 44 years
620,1984,Dec,1297.0,1984-12,35 to 44 years
621,1985,Dec,1309.0,1985-12,35 to 44 years
622,1986,Dec,1312.0,1986-12,35 to 44 years
623,1987,Dec,1207.0,1987-12,35 to 44 years
624,1988,Dec,1146.0,1988-12,35 to 44 years
625,1989,Dec,1206.0,1989-12,35 to 44 years
626,1990,Dec,1573.0,1990-12,35 to 44 years
627,1991,Dec,1764.0,1991-12,35 to 44 years
628,1992,Dec,2074.0,1992-12,35 to 44 years
629,1993,Dec,1860.0,1993-12,35 to 44 years
630,1994,Dec,1458.0,1994-12,35 to 44 years
631,1995,Dec,1506.0,1995-12,35 to 44 years
632,1996,Dec,1506.0,1996-12,35 to 44 years
633,1997,Dec,1427.0,1997-12,35 to 44 years
634,1998,Dec,1235.0,1998-12,35 to 44 years
635,1999,Dec,1059.0,1999-12,35 to 44 years
636,2000,Dec,1073.0,2000-12,35 to 44 years
637,2001,Dec,1654.0,2001-12,35 to 44 years
638,2002,Dec,1733.0,2002-12,35 to 44 years
639,2003,Dec,1729.0,2003-12,35 to 44 years
640,2004,Dec,1428.0,2004-12,35 to 44 years
641,2005,Dec,1353.0,2005-12,35 to 44 years
642,2006,Dec,1324.0,2006-12,35 to 44 years
643,2007,Dec,1328.0,2007-12,35 to 44 years
644,2008,Dec,2065.0,2008-12,35 to 44 years
645,2009,Dec,2940.0,2009-12,35 to 44 years
646,2010,Dec,2558.0,2010-12,35 to 44 years
647,2011,Dec,2221.0,2011-12,35 to 44 years
648,2012,Dec,2162.0,2012-12,35 to 44 years
649,2013,Dec,1739.0,2013-12,35 to 44 years
650,2014,Dec,1378.0,2014-12,35 to 44 years
651,2015,Dec,1310.0,2015-12,35 to 44 years
652,2016,Dec,1311.0,2016-12,35 to 44 years
653,2017,Dec,1020.0,2017-12,35 to 44 years
654,2018,Dec,970.0,2018-12,35 to 44 years
655,2019,Dec,980.0,2019-12,35 to 44 years
656,2020,Dec,1861.0,2020-12,35 to 44 years
657,2021,Dec,1132.0,2021-12,35 to 44 years
658,2022,Dec,862.0,2022-12,35 to 44 years
0,1969,Jan,343.0,1969-01,45 to 54 years
1,1970,Jan,361.0,1970-01,45 to 54 years
2,1971,Jan,544.0,1971-01,45 to 54 years
3,1972,Jan,543.0,1972-01,45 to 54 years
4,1973,Jan,449.0,1973-01,45 to 54 years
5,1974,Jan,448.0,1974-01,45 to 54 years
6,1975,Jan,839.0,1975-01,45 to 54 years
7,1976,Jan,766.0,1976-01,45 to 54 years
8,1977,Jan,751.0,1977-01,45 to 54 years
9,1978,Jan,576.0,1978-01,45 to 54 years
10,1979,Jan,525.0,1979-01,45 to 54 years
11,1980,Jan,574.0,1980-01,45 to 54 years
12,1981,Jan,703.0,1981-01,45 to 54 years
13,1982,Jan,837.0,1982-01,45 to 54 years
14,1983,Jan,1083.0,1983-01,45 to 54 years
15,1984,Jan,862.0,1984-01,45 to 54 years
16,1985,Jan,848.0,1985-01,45 to 54 years
17,1986,Jan,805.0,1986-01,45 to 54 years
18,1987,Jan,718.0,1987-01,45 to 54 years
19,1988,Jan,650.0,1988-01,45 to 54 years
20,1989,Jan,689.0,1989-01,45 to 54 years
21,1990,Jan,709.0,1990-01,45 to 54 years
22,1991,Jan,857.0,1991-01,45 to 54 years
23,1992,Jan,1086.0,1992-01,45 to 54 years
24,1993,Jan,1140.0,1993-01,45 to 54 years
25,1994,Jan,1006.0,1994-01,45 to 54 years
26,1995,Jan,819.0,1995-01,45 to 54 years
27,1996,Jan,930.0,1996-01,45 to 54 years
28,1997,Jan,879.0,1997-01,45 to 54 years
29,1998,Jan,796.0,1998-01,45 to 54 years
30,1999,Jan,765.0,1999-01,45 to 54 years
31,2000,Jan,808.0,2000-01,45 to 54 years
32,2001,Jan,842.0,2001-01,45 to 54 years
33,2002,Jan,1238.0,2002-01,45 to 54 years
34,2003,Jan,1283.0,2003-01,45 to 54 years
35,2004,Jan,1345.0,2004-01,45 to 54 years
36,2005,Jan,1216.0,2005-01,45 to 54 years
37,2006,Jan,1122.0,2006-01,45 to 54 years
38,2007,Jan,1079.0,2007-01,45 to 54 years
39,2008,Jan,1219.0,2008-01,45 to 54 years
40,2009,Jan,2183.0,2009-01,45 to 54 years
41,2010,Jan,2812.0,2010-01,45 to 54 years
42,2011,Jan,2570.0,2011-01,45 to 54 years
43,2012,Jan,2248.0,2012-01,45 to 54 years
44,2013,Jan,2081.0,2013-01,45 to 54 years
45,2014,Jan,1720.0,2014-01,45 to 54 years
46,2015,Jan,1418.0,2015-01,45 to 54 years
47,2016,Jan,1191.0,2016-01,45 to 54 years
48,2017,Jan,1092.0,2017-01,45 to 54 years
49,2018,Jan,986.0,2018-01,45 to 54 years
50,2019,Jan,961.0,2019-01,45 to 54 years
51,2020,Jan,777.0,2020-01,45 to 54 years
52,2021,Jan,1556.0,2021-01,45 to 54 years
53,2022,Jan,842.0,2022-01,45 to 54 years
54,2023,Jan,750.0,2023-01,45 to 54 years
55,1969,Feb,311.0,1969-02,45 to 54 years
56,1970,Feb,385.0,1970-02,45 to 54 years
57,1971,Feb,555.0,1971-02,45 to 54 years
58,1972,Feb,516.0,1972-02,45 to 54 years
59,1973,Feb,479.0,1973-02,45 to 54 years
60,1974,Feb,465.0,1974-02,45 to 54 years
61,1975,Feb,799.0,1975-02,45 to 54 years
62,1976,Feb,733.0,1976-02,45 to 54 years
63,1977,Feb,724.0,1977-02,45 to 54 years
64,1978,Feb,564.0,1978-02,45 to 54 years
65,1979,Feb,556.0,1979-02,45 to 54 years
66,1980,Feb,584.0,1980-02,45 to 54 years
67,1981,Feb,704.0,1981-02,45 to 54 years
68,1982,Feb,862.0,1982-02,45 to 54 years
69,1983,Feb,1107.0,1983-02,45 to 54 years
70,1984,Feb,835.0,1984-02,45 to 54 years
71,1985,Feb,831.0,1985-02,45 to 54 years
72,1986,Feb,770.0,1986-02,45 to 54 years
73,1987,Feb,788.0,1987-02,45 to 54 years
74,1988,Feb,692.0,1988-02,45 to 54 years
75,1989,Feb,617.0,1989-02,45 to 54 years
76,1990,Feb,651.0,1990-02,45 to 54 years
77,1991,Feb,921.0,1991-02,45 to 54 years
78,1992,Feb,1141.0,1992-02,45 to 54 years
79,1993,Feb,1109.0,1993-02,45 to 54 years
80,1994,Feb,1051.0,1994-02,45 to 54 years
81,1995,Feb,852.0,1995-02,45 to 54 years
82,1996,Feb,880.0,1996-02,45 to 54 years
83,1997,Feb,860.0,1997-02,45 to 54 years
84,1998,Feb,861.0,1998-02,45 to 54 years
85,1999,Feb,803.0,1999-02,45 to 54 years
86,2000,Feb,730.0,2000-02,45 to 54 years
87,2001,Feb,897.0,2001-02,45 to 54 years
88,2002,Feb,1273.0,2002-02,45 to 54 years
89,2003,Feb,1320.0,2003-02,45 to 54 years
90,2004,Feb,1304.0,2004-02,45 to 54 years
91,2005,Feb,1209.0,2005-02,45 to 54 years
92,2006,Feb,1121.0,2006-02,45 to 54 years
93,2007,Feb,1131.0,2007-02,45 to 54 years
94,2008,Feb,1219.0,2008-02,45 to 54 years
95,2009,Feb,2325.0,2009-02,45 to 54 years
96,2010,Feb,2725.0,2010-02,45 to 54 years
97,2011,Feb,2506.0,2011-02,45 to 54 years
98,2012,Feb,2285.0,2012-02,45 to 54 years
99,2013,Feb,1932.0,2013-02,45 to 54 years
100,2014,Feb,1735.0,2014-02,45 to 54 years
101,2015,Feb,1333.0,2015-02,45 to 54 years
102,2016,Feb,1193.0,2016-02,45 to 54 years
103,2017,Feb,1052.0,2017-02,45 to 54 years
104,2018,Feb,949.0,2018-02,45 to 54 years
105,2019,Feb,921.0,2019-02,45 to 54 years
106,2020,Feb,805.0,2020-02,45 to 54 years
107,2021,Feb,1565.0,2021-02,45 to 54 years
108,2022,Feb,799.0,2022-02,45 to 54 years
109,2023,Feb,858.0,2023-02,45 to 54 years
110,1969,Mar,305.0,1969-03,45 to 54 years
111,1970,Mar,454.0,1970-03,45 to 54 years
112,1971,Mar,572.0,1971-03,45 to 54 years
113,1972,Mar,525.0,1972-03,45 to 54 years
114,1973,Mar,451.0,1973-03,45 to 54 years
115,1974,Mar,456.0,1974-03,45 to 54 years
116,1975,Mar,868.0,1975-03,45 to 54 years
117,1976,Mar,734.0,1976-03,45 to 54 years
118,1977,Mar,748.0,1977-03,45 to 54 years
119,1978,Mar,537.0,1978-03,45 to 54 years
120,1979,Mar,558.0,1979-03,45 to 54 years
121,1980,Mar,602.0,1980-03,45 to 54 years
122,1981,Mar,681.0,1981-03,45 to 54 years
123,1982,Mar,924.0,1982-03,45 to 54 years
