month_year,Year,Month,education_attainment,civilian_labor_level,employment_level,employment_population_ratio,labor_force_participation_rate,unemployment_level,unemployment_rate,roc_unemployment_level,roc_unemployment_rate
2014-10,2014,October,Other College or Associate Degree,37402,35553,63.4,66.7,1849,4.9,-533,-1.5
2015-10,2015,October,Other College or Associate Degree,37210,35568,62.8,65.7,1642,4.4,-207,-0.5
2016-10,2016,October,Other College or Associate Degree,37886,36425,63.5,66,1461,3.9,-181,-0.5
2017-10,2017,October,Other College or Associate Degree,37682,36282,63.2,65.7,1400,3.7,-61,-0.2
2018-10,2018,October,Other College or Associate Degree,37454,36314,63.1,65.1,1139,3,-261,-0.7
2019-10,2019,October,Other College or Associate Degree,37496,36442,62.9,64.7,1054,2.8,-85,-0.2
2020-10,2020,October,Other College or Associate Degree,35833,33472,58.4,62.6,2361,6.6,1307,3.8
2021-10,2021,October,Other College or Associate Degree,35374,33850,60.1,62.8,1523,4.3,-838,-2.3
2022-10,2022,October,Other College or Associate Degree,35806,34734,60.8,62.7,1071,3,-452,-1.3
1993-11,1993,November,Other College or Associate Degree,28740,27305,71,74.7,1435,5,364,2
1994-11,1994,November,Other College or Associate Degree,30630,29316,71.8,75.1,1314,4.3,-121,-0.7
1995-11,1995,November,Other College or Associate Degree,30961,29683,71.2,74.2,1278,4.1,-36,-0.2
1996-11,1996,November,Other College or Associate Degree,31107,29954,71.7,74.5,1153,3.7,-125,-0.4
1997-11,1997,November,Other College or Associate Degree,31546,30560,72,74.4,986,3.1,-167,-0.6
1998-11,1998,November,Other College or Associate Degree,31859,30940,72.2,74.3,918,2.9,-68,-0.2
1999-11,1999,November,Other College or Associate Degree,32441,31569,71.6,73.6,872,2.7,-46,-0.2
2000-11,2000,November,Other College or Associate Degree,33212,32343,71.4,73.3,869,2.6,-3,-0.1
2001-11,2001,November,Other College or Associate Degree,33887,32469,70.6,73.7,1418,4.2,549,1.6
2002-11,2002,November,Other College or Associate Degree,34073,32486,69.7,73.1,1587,4.7,169,0.5
2003-11,2003,November,Other College or Associate Degree,33722,32148,69,72.4,1573,4.7,-14,0
2004-11,2004,November,Other College or Associate Degree,34515,33029,69.2,72.3,1487,4.3,-86,-0.4
2005-11,2005,November,Other College or Associate Degree,35304,33934,69.3,72.1,1370,3.9,-117,-0.4
2006-11,2006,November,Other College or Associate Degree,35251,34062,69.5,71.9,1189,3.4,-181,-0.5
2007-11,2007,November,Other College or Associate Degree,36203,35011,69.3,71.6,1191,3.3,2,-0.1
2008-11,2008,November,Other College or Associate Degree,37016,34986,67.5,71.4,2030,5.5,839,2.2
2009-11,2009,November,Other College or Associate Degree,36927,33693,64.2,70.4,3234,8.8,1204,3.3
2010-11,2010,November,Other College or Associate Degree,37085,33891,63.9,69.9,3195,8.6,-39,-0.2
2011-11,2011,November,Other College or Associate Degree,36907,34072,63.4,68.7,2834,7.7,-361,-0.9
2012-11,2012,November,Other College or Associate Degree,37258,34821,63.9,68.4,2436,6.5,-398,-1.2
2013-11,2013,November,Other College or Associate Degree,37301,34922,63.3,67.6,2380,6.4,-56,-0.1
2014-11,2014,November,Other College or Associate Degree,37185,35374,63.4,66.6,1811,4.9,-569,-1.5
2015-11,2015,November,Other College or Associate Degree,37316,35662,63.2,66.2,1654,4.4,-157,-0.5
2016-11,2016,November,Other College or Associate Degree,37981,36481,63.4,66,1499,3.9,-155,-0.5
2017-11,2017,November,Other College or Associate Degree,37898,36497,63.7,66.1,1400,3.7,-99,-0.2
2018-11,2018,November,Other College or Associate Degree,37434,36250,63.2,65.2,1184,3.2,-216,-0.5
2019-11,2019,November,Other College or Associate Degree,37392,36289,62.7,64.6,1102,2.9,-82,-0.3
2020-11,2020,November,Other College or Associate Degree,35671,33385,58.4,62.4,2286,6.4,1184,3.5
2021-11,2021,November,Other College or Associate Degree,35392,34103,60.2,62.5,1288,3.6,-998,-2.8
2022-11,2022,November,Other College or Associate Degree,35880,34748,60.9,62.9,1133,3.2,-155,-0.4
1993-12,1993,December,Other College or Associate Degree,28980,27553,71.5,75.2,1427,4.9,294,1.7
1994-12,1994,December,Other College or Associate Degree,30542,29321,72,75,1221,4,-206,-0.9
1995-12,1995,December,Other College or Associate Degree,30845,29691,71.4,74.2,1154,3.7,-67,-0.3
1996-12,1996,December,Other College or Associate Degree,31209,30057,72.3,75,1152,3.7,-2,0
1997-12,1997,December,Other College or Associate Degree,31442,30390,72.2,74.7,1052,3.3,-100,-0.4
1998-12,1998,December,Other College or Associate Degree,31905,30995,72,74.2,910,2.9,-142,-0.4
1999-12,1999,December,Other College or Associate Degree,32453,31646,71.8,73.6,807,2.5,-103,-0.4
2000-12,2000,December,Other College or Associate Degree,33341,32450,71.8,73.8,891,2.7,84,0.2
2001-12,2001,December,Other College or Associate Degree,33882,32443,70.5,73.6,1439,4.2,548,1.5
2002-12,2002,December,Other College or Associate Degree,34008,32354,69.2,72.8,1654,4.9,215,0.7
2003-12,2003,December,Other College or Associate Degree,33964,32480,69.1,72.3,1484,4.4,-170,-0.5
2004-12,2004,December,Other College or Associate Degree,34473,33020,69.2,72.3,1454,4.2,-30,-0.2
2005-12,2005,December,Other College or Associate Degree,35478,34081,69.5,72.3,1397,3.9,-57,-0.3
2006-12,2006,December,Other College or Associate Degree,35620,34422,70.1,72.6,1198,3.4,-199,-0.5
2007-12,2007,December,Other College or Associate Degree,36363,34992,69.5,72.2,1371,3.8,173,0.4
2008-12,2008,December,Other College or Associate Degree,36933,34826,67.7,71.8,2107,5.7,736,1.9
2009-12,2009,December,Other College or Associate Degree,36864,33640,64.3,70.5,3224,8.7,1117,3
2010-12,2010,December,Other College or Associate Degree,36817,33841,64.5,70.2,2976,8.1,-248,-0.6
2011-12,2011,December,Other College or Associate Degree,37120,34301,64,69.2,2819,7.6,-157,-0.5
2012-12,2012,December,Other College or Associate Degree,37474,34906,64.2,68.9,2568,6.9,-251,-0.7
2013-12,2013,December,Other College or Associate Degree,37014,34731,63.4,67.6,2283,6.2,-285,-0.7
2014-12,2014,December,Other College or Associate Degree,36954,35110,63.2,66.5,1844,5,-439,-1.2
2015-12,2015,December,Other College or Associate Degree,37762,36196,63.6,66.4,1566,4.1,-278,-0.9
2016-12,2016,December,Other College or Associate Degree,38222,36754,63.6,66.1,1468,3.8,-98,-0.3
2017-12,2017,December,Other College or Associate Degree,37885,36503,63.8,66.2,1382,3.6,-86,-0.2
2018-12,2018,December,Other College or Associate Degree,37111,35871,63.4,65.6,1240,3.3,-142,-0.3
2019-12,2019,December,Other College or Associate Degree,37443,36407,62.8,64.6,1036,2.8,-204,-0.5
2020-12,2020,December,Other College or Associate Degree,35730,33434,58.6,62.6,2296,6.4,1260,3.6
2021-12,2021,December,Other College or Associate Degree,35480,34222,60.5,62.7,1257,3.5,-1039,-2.9
2022-12,2022,December,Other College or Associate Degree,35789,34735,60.8,62.7,1054,2.9,-203,-0.6
